sport,pattern_id,sources_combo,market_type,direction,stat_type,n,wins,losses,pushes,win_rate,wilson_lower,units,roi,avg_odds,roi_eligible_count,confidence_bucket,recommendation
NBA,NBA|sportsline|total,sportsline,total,OVER,,28,13,15,0,0.4643,0.2953,-5.01,-0.1928,-110.3,4,watchlist,needs_more_sample
NBA,NBA|covers|oddstrader|player_prop,covers|oddstrader,player_prop,UNDER,,30,14,16,0,0.4667,0.3023,-7.91,-0.3166,-46.1,22,watchlist,demote_candidate
NBA,NBA|action|betql|total,action|betql,total,UNDER,,165,63,102,0,0.3818,0.3112,-92.23,-0.8162,-110.8,24,strong,demote_candidate
NBA,NBA|dimers|player_prop,dimers,player_prop,OVER,,422,158,264,0,0.3744,0.3296,-32.47,-0.0769,140.2,422,strong,demote_candidate
NBA,NBA|bettingpros_experts|oddstrader|spread,bettingpros_experts|oddstrader,spread,CHA,,34,17,17,0,0.5,0.3407,-3.2,-0.0971,-86.8,4,watchlist,demote_candidate
NBA,NBA|dimers|moneyline,dimers,moneyline,team,,248,100,148,0,0.4032,0.3441,-13.22,-0.054,190.9,56,strong,demote_candidate
NBA,NBA|action|betql|sportsline|spread,action|betql|sportsline,spread,NYK,,27,14,12,1,0.5385,0.3546,-6.52,-0.3429,-110.0,10,watchlist,needs_more_sample
NBA,NBA|dimers|total,dimers,total,UNDER,,101,46,55,0,0.4554,0.3617,-7.23,-0.0723,-41.3,16,actionable,demote_candidate
NBA,NBA|action|dimers|total,action|dimers,total,UNDER,,101,47,54,0,0.4653,0.3711,-35.62,-0.4879,-73.7,24,actionable,demote_candidate
NBA,NBA|action|bettingpros_experts|spread,action|bettingpros_experts,spread,,,90,42,45,3,0.4828,0.3807,-18.15,-0.2298,-116.2,25,actionable,demote_candidate
MLB,MLB|sportsline|total,sportsline,total,OVER,,68,33,33,2,0.5,0.3827,-2.81,-0.0414,-76.6,0,watchlist,demote_candidate
NBA,NBA|action|dimers|moneyline,action|dimers,moneyline,,,139,65,74,0,0.4676,0.3867,-41.68,-0.3789,-58.4,40,actionable,demote_candidate
NBA,NBA|action|betql|spread,action|betql,spread,ORL,,189,87,102,0,0.4603,0.3908,-65.8,-0.4874,-90.0,66,strong,demote_candidate
NBA,NBA|action|oddstrader|spread,action|oddstrader,spread,,,61,32,29,0,0.5246,0.4016,-18.85,-0.4713,-109.4,19,watchlist,demote_candidate
MLB,MLB|action|sportsline|total,action|sportsline,total,UNDER,,188,85,93,10,0.4775,0.4054,-52.98,-0.3604,-80.5,0,strong,demote_candidate
NBA,NBA|action|oddstrader|moneyline,action|oddstrader,moneyline,,,29,17,12,0,0.5862,0.4074,-7.04,-0.4138,-2.5,6,watchlist,needs_more_sample
NBA,NBA|action|sportsline|moneyline,action|sportsline,moneyline,,,58,31,27,0,0.5345,0.408,-12.55,-0.2789,-89.9,14,watchlist,demote_candidate
NBA,NBA|oddstrader|moneyline,oddstrader,moneyline,IND,,309,144,165,0,0.466,0.4112,-166.83,-1.005,-77.5,0,strong,demote_candidate
NBA,NBA|betql|juicereel_sxebets|player_prop,betql|juicereel_sxebets,player_prop,OVER,,45,25,20,0,0.5556,0.4118,-5.58,-0.1801,-1.6,16,watchlist,demote_candidate
NBA,NBA|betql|total,betql,total,OVER,,803,357,436,10,0.4502,0.4159,-436.0,-0.9776,,0,strong,demote_candidate
NBA,NBA|action|bettingpros_experts|total,action|bettingpros_experts,total,over,,61,33,28,0,0.541,0.4172,-10.83,-0.2355,-82.1,11,watchlist,demote_candidate
NBA,NBA|juicereel_sxebets|player_prop,juicereel_sxebets,player_prop,OVER,,221,106,112,3,0.4862,0.4207,-27.43,-0.1515,79.5,83,strong,investigate_data_quality
NBA,NBA|oddstrader|total,oddstrader,total,under,,193,94,97,2,0.4921,0.4221,-90.83,-0.8569,-108.7,20,strong,investigate_data_quality
NBA,NBA|action|sportsline|vegasinsider|spread,action|sportsline|vegasinsider,spread,NOP,,32,19,13,0,0.5938,0.4226,-1.96,-0.0784,-110.8,12,watchlist,needs_more_sample
NBA,NBA|betql|oddstrader|player_prop,betql|oddstrader,player_prop,OVER,,97,51,46,0,0.5258,0.4273,-9.83,-0.1156,-55.4,71,actionable,investigate_data_quality
MLB,MLB|action|spread,action,spread,team,,887,403,467,17,0.4632,0.4303,-466.34,-0.9635,108.3,3,strong,investigate_data_quality
NBA,NBA|betql|covers|player_prop,betql|covers,player_prop,OVER,,145,73,69,3,0.5141,0.4326,0.76,0.0052,-35.3,144,actionable,investigate_data_quality
NBA,NBA|betql|dimers|total,betql|dimers,total,UNDER,,45,26,19,0,0.5778,0.433,-19.04,-1.0021,-108.0,0,watchlist,needs_more_sample
NBA,NBA|action|covers|player_prop,action|covers,player_prop,OVER,,44,25,18,1,0.5814,0.4333,-1.67,-0.0463,-64.7,30,watchlist,needs_more_sample
NBA,NBA|action|moneyline,action,moneyline,,,482,231,250,1,0.4802,0.4359,-123.61,-0.3424,69.4,213,strong,investigate_data_quality
NBA,NBA|bettingpros_props|player_prop,bettingpros_props,player_prop,UNDER,,508,243,264,1,0.4793,0.4361,-44.88,-0.0884,-83.4,508,strong,investigate_data_quality
NBA,NBA|action|dimers|spread,action|dimers,spread,,,504,239,255,10,0.4838,0.44,-123.86,-0.3058,-83.6,143,strong,investigate_data_quality
NBA,NBA|action|vegasinsider|spread,action|vegasinsider,spread,,,68,38,30,0,0.5588,0.4408,-6.17,-0.1143,-102.0,46,watchlist,investigate_data_quality
NBA,NBA|oddstrader|spread,oddstrader,spread,PHI,,366,182,179,5,0.5042,0.4528,-150.91,-0.6829,-108.3,61,strong,investigate_data_quality
NBA,NBA|covers|player_prop,covers,player_prop,OVER,,578,287,291,0,0.4965,0.4559,-61.23,-0.1132,-50.0,498,strong,investigate_data_quality
